"","Date","Visitor","G","Home","G.1","X","Att.","LOG","Notes"
"1164","2022-04-12","Tampa Bay Lightning",0,"Dallas Stars",1,"",17567,"2:28",""
"1165","2022-04-12","Ottawa Senators",4,"Detroit Red Wings",1,"",16093,"2:24",""
"1166","2022-04-12","Anaheim Ducks",2,"Florida Panthers",3,"OT",16204,"2:32",""
"1167","2022-04-12","Edmonton Oilers",1,"Minnesota Wild",5,"",19035,"2:32",""
"1168","2022-04-12","San Jose Sharks",0,"Nashville Predators",1,"OT",17159,"2:38",""
"1169","2022-04-12","Pittsburgh Penguins",4,"New York Islanders",5,"SO",15924,"2:40",""
"1170","2022-04-12","Carolina Hurricanes",4,"New York Rangers",2,"",18006,"2:26",""
"1171","2022-04-12","Buffalo Sabres",5,"Toronto Maple Leafs",2,"",18393,"2:24",""
"1172","2022-04-12","Vegas Golden Knights",4,"Vancouver Canucks",5,"OT",18717,"2:30",""
"1173","2022-04-12","Philadelphia Flyers",2,"Washington Capitals",9,"",18573,"2:29",""
"1174","2022-04-13","Montreal Canadiens",1,"Columbus Blue Jackets",5,"",16708,"2:24",""
"1175","2022-04-13","Los Angeles Kings",3,"Colorado Avalanche",9,"",18017,"2:22",""
"1176","2022-04-13","New York Rangers",4,"Philadelphia Flyers",0,"",15967,"2:19",""
"1177","2022-04-14","Ottawa Senators",3,"Boston Bruins",2,"",17850,"2:39",""
"1178","2022-04-14","St. Louis Blues",6,"Buffalo Sabres",2,"",11565,"2:22",""
"1179","2022-04-14","Detroit Red Wings",3,"Carolina Hurricanes",0,"",17811,"2:31",""
"1180","2022-04-14","Vegas Golden Knights",6,"Calgary Flames",1,"",17070,"2:30",""
"1181","2022-04-14","San Jose Sharks",4,"Chicago Blackhawks",5,"SO",19501,"2:45",""
"1182","2022-04-14","New Jersey Devils",1,"Colorado Avalanche",3,"",18024,"2:20",""
"1183","2022-04-14","Minnesota Wild",3,"Dallas Stars",2,"OT",18110,"2:31",""
"1184","2022-04-14","Edmonton Oilers",4,"Nashville Predators",0,"",17403,"2:34",""
"1185","2022-04-14","New York Islanders",3,"Pittsburgh Penguins",6,"",18236,"2:29",""
"1186","2022-04-14","Anaheim Ducks",3,"Tampa Bay Lightning",4,"OT",19092,"2:35",""
"1187","2022-04-14","Washington Capitals",3,"Toronto Maple Leafs",7,"",18466,"2:30",""
"1188","2022-04-14","Arizona Coyotes",1,"Vancouver Canucks",7,"",18890,"2:22",""
"1189","2022-04-15","Winnipeg Jets",1,"Florida Panthers",6,"",17625,"2:27",""
"1190","2022-04-15","New York Islanders",3,"Montreal Canadiens",0,"",21105,"2:22",""
"1191","2022-04-16","Pittsburgh Penguins",1,"Boston Bruins",2,"",17850,"2:26",""
"1192","2022-04-16","Philadelphia Flyers",3,"Buffalo Sabres",4,"",11046,"2:24",""
"1193","2022-04-16","Arizona Coyotes",1,"Calgary Flames",9,"",16823,"2:26",""
"1194","2022-04-16","Carolina Hurricanes",4,"Colorado Avalanche",7,"",18091,"2:34",""
"1195","2022-04-16","San Jose Sharks",1,"Dallas Stars",2,"",18532,"2:22",""
"1196","2022-04-16","Vegas Golden Knights",0,"Edmonton Oilers",4,"",17757,"2:31",""
"1197","2022-04-16","Columbus Blue Jackets",1,"Los Angeles Kings",2,"",18230,"2:23",""
"1198","2022-04-16","Washington Capitals",8,"Montreal Canadiens",4,"",21105,"2:43",""
"1199","2022-04-16","Chicago Blackhawks",3,"Nashville Predators",4,"",17159,"2:36",""
"1200","2022-04-16","Detroit Red Wings",0,"New York Rangers",4,"",18006,"2:18",""
"1201","2022-04-16","Toronto Maple Leafs",5,"Ottawa Senators",4,"OT",18655,"2:35",""
"1202","2022-04-16","New Jersey Devils",3,"Seattle Kraken",4,"SO",17151,"2:40",""
"1203","2022-04-16","Minnesota Wild",5,"St. Louis Blues",6,"OT",18096,"2:43",""
"1204","2022-04-16","Winnipeg Jets",4,"Tampa Bay Lightning",7,"",19092,"2:27",""
"1205","2022-04-17","Columbus Blue Jackets",4,"Anaheim Ducks",6,"",13635,"2:24",""
"1206","2022-04-17","Florida Panthers",6,"Detroit Red Wings",1,"",14566,"2:23",""
"1207","2022-04-17","San Jose Sharks",4,"Minnesota Wild",5,"OT",19029,"2:28",""
"1208","2022-04-17","St. Louis Blues",8,"Nashville Predators",3,"",17277,"2:30",""
"1209","2022-04-17","Buffalo Sabres",5,"Philadelphia Flyers",3,"",14377,"2:28",""
"1210","2022-04-17","New York Islanders",2,"Toronto Maple Leafs",4,"",17464,"2:29",""
"1211","2022-04-18","Carolina Hurricanes",5,"Arizona Coyotes",3,"",8496,"2:27",""
"1212","2022-04-18","Calgary Flames",5,"Chicago Blackhawks",2,"",18523,"2:23",""
"1213","2022-04-18","Washington Capitals",3,"Colorado Avalanche",2,"",18020,"2:28",""
"1214","2022-04-18","Ottawa Senators",2,"Seattle Kraken",4,"",17151,"2:31",""
"1215","2022-04-18","Dallas Stars",2,"Vancouver Canucks",6,"",18890,"2:29",""
"1216","2022-04-18","New Jersey Devils",3,"Vegas Golden Knights",2,"",18077,"2:24",""
"1217","2022-04-19","Los Angeles Kings",2,"Anaheim Ducks",1,"",17174,"2:24",""
"1218","2022-04-19","Minnesota Wild",2,"Montreal Canadiens",0,"",20725,"2:26",""
"1219","2022-04-19","Calgary Flames",2,"Nashville Predators",3,"SO",17237,"2:43",""
"1220","2022-04-19","Florida Panthers",3,"New York Islanders",2,"OT",17255,"2:28",""
"1221","2022-04-19","Winnipeg Jets",0,"New York Rangers",3,"",18006,"2:23",""
"1222","2022-04-19","Columbus Blue Jackets",2,"San Jose Sharks",3,"",11894,"2:18",""
"1223","2022-04-19","Boston Bruins",3,"St. Louis Blues",2,"OT",18096,"2:29",""
"1224","2022-04-19","Detroit Red Wings",4,"Tampa Bay Lightning",3,"",19092,"2:31",""
"1225","2022-04-19","Philadelphia Flyers",2,"Toronto Maple Leafs",5,"",18291,"2:29",""
"1226","2022-04-19","Ottawa Senators",4,"Vancouver Canucks",3,"SO",18845,"0:28",""
"1227","2022-04-20","Chicago Blackhawks",4,"Arizona Coyotes",3,"OT",11916,"2:35",""
"1228","2022-04-20","Dallas Stars",2,"Edmonton Oilers",5,"",16833,"2:27",""
"1229","2022-04-20","Colorado Avalanche",2,"Seattle Kraken",3,"",17151,"2:17",""
"1230","2022-04-20","Washington Capitals",3,"Vegas Golden Knights",4,"OT",18240,"2:38",""
"1231","2022-04-21","Winnipeg Jets",2,"Carolina Hurricanes",4,"",17587,"2:26",""
"1232","2022-04-21","Dallas Stars",2,"Calgary Flames",4,"",17280,"2:27",""
"1233","2022-04-21","Detroit Red Wings",2,"Florida Panthers",5,"",16238,"2:26",""
"1234","2022-04-21","Chicago Blackhawks",1,"Los Angeles Kings",4,"",18230,"2:17",""
"1235","2022-04-21","Vancouver Canucks",3,"Minnesota Wild",6,"",17894,"2:28",""
"1236","2022-04-21","Philadelphia Flyers",6,"Montreal Canadiens",3,"",21105,"2:30",""
"1237","2022-04-21","Buffalo Sabres",5,"New Jersey Devils",2,"",12014,"2:19",""
"1238","2022-04-21","New York Rangers",6,"New York Islanders",3,"",17255,"2:16",""
"1239","2022-04-21","Boston Bruins",0,"Pittsburgh Penguins",4,"",18350,"2:30",""
"1240","2022-04-21","St. Louis Blues",3,"San Jose Sharks",1,"",12136,"2:15",""
"1241","2022-04-21","Toronto Maple Leafs",1,"Tampa Bay Lightning",8,"",19092,"2:47",""
"1242","2022-04-22","Washington Capitals",2,"Arizona Coyotes",0,"",14053,"2:23",""
"1243","2022-04-22","Ottawa Senators",2,"Columbus Blue Jackets",1,"SO",18116,"2:40",""
"1244","2022-04-22","Colorado Avalanche",3,"Edmonton Oilers",6,"",18347,"2:29",""
"1245","2022-04-22","Seattle Kraken",3,"Minnesota Wild",6,"",19047,"2:26",""
"1246","2022-04-23","St. Louis Blues",5,"Arizona Coyotes",4,"OT",12717,"2:23",""
"1247","2022-04-23","New York Rangers",1,"Boston Bruins",3,"",17850,"2:26",""
"1248","2022-04-23","New York Islanders",3,"Buffalo Sabres",5,"",12955,"2:21",""
"1249","2022-04-23","Vancouver Canucks",3,"Calgary Flames",6,"",17533,"2:31",""
"1250","2022-04-23","Seattle Kraken",2,"Dallas Stars",3,"",18532,"2:29",""
"1251","2022-04-23","Pittsburgh Penguins",7,"Detroit Red Wings",2,"",19515,"2:26",""
"1252","2022-04-23","Toronto Maple Leafs",2,"Florida Panthers",3,"OT",17132,"2:29",""
"1253","2022-04-23","Anaheim Ducks",2,"Los Angeles Kings",4,"",18230,"2:28",""
"1254","2022-04-23","Carolina Hurricanes",3,"New Jersey Devils",2,"OT",10376,"2:27",""
"1255","2022-04-23","Montreal Canadiens",4,"Ottawa Senators",6,"",19410,"2:37",""
"1256","2022-04-23","Chicago Blackhawks",1,"San Jose Sharks",4,"",17562,"2:15",""
"1257","2022-04-23","Nashville Predators",2,"Tampa Bay Lightning",6,"",19092,"2:32",""
"1258","2022-04-24","St. Louis Blues",6,"Anaheim Ducks",3,"",17446,"2:26",""
"1259","2022-04-24","Edmonton Oilers",2,"Columbus Blue Jackets",5,"",18120,"2:27",""
"1260","2022-04-24","Tampa Bay Lightning",8,"Florida Panthers",4,"",17036,"2:44",""
"1261","2022-04-24","Boston Bruins",5,"Montreal Canadiens",3,"",21105,"2:33",""
"1262","2022-04-24","Detroit Red Wings",3,"New Jersey Devils",0,"",11492,"2:13",""
"1263","2022-04-24","Minnesota Wild",5,"Nashville Predators",4,"OT",17160,"2:49",""
"1264","2022-04-24","Carolina Hurricanes",5,"New York Islanders",2,"",15945,"2:20",""
"1265","2022-04-24","Pittsburgh Penguins",1,"Philadelphia Flyers",4,"",18601,"2:37",""
"1266","2022-04-24","San Jose Sharks",5,"Vegas Golden Knights",4,"SO",18367,"2:46",""
"1267","2022-04-24","Colorado Avalanche",1,"Winnipeg Jets",4,"",14443,"2:27",""
"1268","2022-04-24","Toronto Maple Leafs",4,"Washington Capitals",3,"SO",18573,"2:47",""
"1269","2022-04-25","Philadelphia Flyers",1,"Chicago Blackhawks",3,"",18642,"2:26",""
"1270","2022-04-26","Florida Panthers",2,"Boston Bruins",4,"",17850,"2:34",""
"1271","2022-04-26","St. Louis Blues",3,"Colorado Avalanche",5,"",18071,"2:30",""
"1272","2022-04-26","Vegas Golden Knights",2,"Dallas Stars",3,"SO",18532,"2:50",""
"1273","2022-04-26","Arizona Coyotes",5,"Minnesota Wild",3,"",18383,"2:32",""
"1274","2022-04-26","Calgary Flames",5,"Nashville Predators",4,"OT",17498,"2:50",""
"1275","2022-04-26","Carolina Hurricanes",4,"New York Rangers",3,"",17358,"2:31",""
"1276","2022-04-26","New Jersey Devils",4,"Ottawa Senators",5,"OT",13101,"2:38",""
"1277","2022-04-26","Edmonton Oilers",5,"Pittsburgh Penguins",1,"",17804,"2:26",""
"1278","2022-04-26","Anaheim Ducks",5,"San Jose Sharks",2,"",13378,"2:26",""
"1279","2022-04-26","Columbus Blue Jackets",1,"Tampa Bay Lightning",4,"",19092,"2:15",""
"1280","2022-04-26","Detroit Red Wings",0,"Toronto Maple Leafs",3,"",18107,"2:20",""
"1281","2022-04-26","Seattle Kraken",2,"Vancouver Canucks",5,"",18261,"2:21",""
"1282","2022-04-26","New York Islanders",4,"Washington Capitals",1,"",18573,"2:21",""
"1283","2022-04-27","Vegas Golden Knights",3,"Chicago Blackhawks",4,"SO",19660,"2:35",""
"1284","2022-04-27","Arizona Coyotes",4,"Dallas Stars",3,"OT",18025,"2:40",""
"1285","2022-04-27","Montreal Canadiens",4,"New York Rangers",3,"",16845,"2:23",""
"1286","2022-04-27","Los Angeles Kings",5,"Seattle Kraken",3,"",17151,"2:27",""
"1287","2022-04-27","Philadelphia Flyers",0,"Winnipeg Jets",4,"",13383,"2:23",""
"1288","2022-04-28","Buffalo Sabres",0,"Boston Bruins",5,"",17850,"2:32",""
"1289","2022-04-28","New Jersey Devils",3,"Carolina Hurricanes",6,"",18040,"2:22",""
"1290","2022-04-28","Tampa Bay Lightning",2,"Columbus Blue Jackets",5,"",18234,"2:29",""
"1291","2022-04-28","Nashville Predators",5,"Colorado Avalanche",4,"SO",18011,"2:52",""
"1292","2022-04-28","San Jose Sharks",4,"Edmonton Oilers",5,"OT",16692,"2:29",""
"1293","2022-04-28","Calgary Flames",2,"Minnesota Wild",3,"OT",18490,"2:25",""
"1294","2022-04-28","Washington Capitals",1,"New York Islanders",5,"",16722,"2:26",""
"1295","2022-04-28","Florida Panthers",4,"Ottawa Senators",0,"",17102,"2:14",""
"1296","2022-04-28","Los Angeles Kings",2,"Vancouver Canucks",3,"OT",18779,"2:25",""
"1297","2022-04-29","Nashville Predators",4,"Arizona Coyotes",5,"",15123,"2:31",""
"1298","2022-04-29","Chicago Blackhawks",2,"Buffalo Sabres",3,"OT",16505,"2:20",""
"1299","2022-04-29","Anaheim Ducks",2,"Dallas Stars",4,"",18532,"2:15",""
"1300","2022-04-29","Vancouver Canucks",2,"Edmonton Oilers",3,"SO",18347,"2:34",""
"1301","2022-04-29","Colorado Avalanche",1,"Minnesota Wild",4,"",19261,"2:29",""
"1302","2022-04-29","Florida Panthers",2,"Montreal Canadiens",10,"",21105,"2:28",""
"1303","2022-04-29","Detroit Red Wings",5,"New Jersey Devils",3,"",14597,"2:17",""
"1304","2022-04-29","Tampa Bay Lightning",6,"New York Islanders",4,"",17255,"2:26",""
"1305","2022-04-29","Washington Capitals",2,"New York Rangers",3,"",17230,"2:28",""
"1306","2022-04-29","Ottawa Senators",4,"Philadelphia Flyers",2,"",17575,"2:33",""
"1307","2022-04-29","Columbus Blue Jackets",3,"Pittsburgh Penguins",5,"",18402,"2:29",""
"1308","2022-04-29","San Jose Sharks",0,"Seattle Kraken",3,"",17151,"2:16",""
"1309","2022-04-29","Vegas Golden Knights",7,"St. Louis Blues",4,"",18096,"2:23",""
"1310","2022-04-29","Boston Bruins",2,"Toronto Maple Leafs",5,"",18219,"2:29",""
"1311","2022-04-29","Calgary Flames",1,"Winnipeg Jets",3,"",14202,"2:21",""
"1312","2022-05-01","Seattle Kraken",3,"Winnipeg Jets",4,"",14443,"2:10",""
